#,table,category,field_name,field_type,dropdown_id,on_c01985_screen,airtable_field_id
527,Invoices,Invoices,QBO ID,text,,n/a,fld2wOGsv3vsjRzlV
528,Invoices,Invoices,Associated Case,link to record,,n/a,fldLIoY0KLyFTIyJ7
529,Invoices,Invoices,Associated Payments,link to record,,n/a,fldo2cQyiMg5sKMk0
530,Invoices,Invoices,Sent Date,date,,n/a,fldxmBbvjiTg2rD42
531,Invoices,Invoices,Create Date,created time,,n/a,fld2kRi5jZA104J9I
532,Invoices,Invoices,Invoice ID,formula,,n/a,fldFPbugVuuMOVXGl
533,Payments,Payments,Payment Index,formula,,n/a,fldDD6nvQAbixlAJI
534,Payments,Payments,Payment Notes,long text,,n/a,fldj32RZWiE03jll7
535,Payments,Payments,Payment Date,date,,n/a,flduq5beO7M40XHrW
536,Payments,Payments,Payment Amount,money,,n/a,fld15MVawrlDOzjY7
537,Payments,Payments,Payment Type,dropdown,D62,n/a,fldBFjwUHxnRJHfCA
538,Payments,Payments,Associated Invoice,link to record,,n/a,fldzfRrAktnw6w1SA
539,Payments,Payments,Payment ID,formula,,n/a,fldv2pl5l89hdk31U
540,Emails,Emails,Email Subject,text,,n/a,fld1MGfAGQFi5tmtc
541,Emails,Emails,Body,long text,,n/a,fldcrhGR5bW6dOgRs
542,Emails,Emails,Received Date,date,,n/a,fldNSJ4htg7h1RH7x
543,Emails,Emails,Associated Case,link to record,,n/a,fldf3cv4qFuwwS3qO
544,Client Folders,Client Folders,Folder Name,text,,n/a,fldKLyKhdTpjDYMja
545,Client Folders,Client Folders,Folder Status,dropdown,D63,n/a,fldKruQk2qQhcAll4
546,Client Folders,Client Folders,Folder ID,formula,,n/a,fldyuVt3AsFGgNcjC
547,Professional Partners 🧑‍💻,Professional Partners 🧑‍💻,Company & Contact,text,,n/a,fldODXWX8UMx9DgOY
548,Professional Partners 🧑‍💻,Professional Partners 🧑‍💻,Status,dropdown,D64,n/a,fldlHEIhNI8yaEmS8
549,Professional Partners 🧑‍💻,Professional Partners 🧑‍💻,Professional Partner Role,dropdown,D65,n/a,fldUgIW9lXpW3T8Hq
550,Professional Partners 🧑‍💻,Professional Partners 🧑‍💻,Company,rich text,,n/a,fldNbevNqA3rm2gtF
551,Professional Partners 🧑‍💻,Professional Partners 🧑‍💻,Contact,rich text,,n/a,fldbVP3tmzwbsUZT8
552,Professional Partners 🧑‍💻,Professional Partners 🧑‍💻,Email,email,,n/a,fldqynJQmYFHTWgWS
553,Professional Partners 🧑‍💻,Professional Partners 🧑‍💻,Ring Central Direct Dial,phone,,n/a,fldVVBzjrh5i5zLrq
554,Professional Partners 🧑‍💻,Professional Partners 🧑‍💻,Office Number,phone,,n/a,fldhsg2FpjSadpQkY
555,Professional Partners 🧑‍💻,Professional Partners 🧑‍💻,Mobile Number,phone,,n/a,fldGiqiYQ7QsQ3UuL
556,Professional Partners 🧑‍💻,Professional Partners 🧑‍💻,Fax Number,phone,,n/a,fld9jVWBUDm0V9J2e
557,Professional Partners 🧑‍💻,Professional Partners 🧑‍💻,Physical Address,rich text,,n/a,fldhVn4XTcaJRBDeY
558,Professional Partners 🧑‍💻,Professional Partners 🧑‍💻,Mailing Address,rich text,,n/a,fldSEDVYyfb8FmsbH
559,Professional Partners 🧑‍💻,Professional Partners 🧑‍💻,Additional Details,rich text,,n/a,fldBsVg0MXcT4iPHM
560,Professional Partners 🧑‍💻,Professional Partners 🧑‍💻,Claim $ Threshold,rich text,,n/a,fldYR54SYqM8cES5e
561,Professional Partners 🧑‍💻,Professional Partners 🧑‍💻,State(s) of Operation,multi dropdown,D66,n/a,fldAbjY1BWeT419N8
562,Professional Partners 🧑‍💻,Professional Partners 🧑‍💻,CV & Additional Docs,file,,n/a,fldOTpOl9k3Ohwrb6
563,Professional Partners 🧑‍💻,Professional Partners 🧑‍💻,Requires Client Agreement,dropdown,D67,n/a,fldY0lXNvGsbc6ANh
564,Professional Partners 🧑‍💻,Professional Partners 🧑‍💻,Managed Cases,link to record,,n/a,fldAr4UHxHDotyo9d
565,Professional Partners 🧑‍💻,Professional Partners 🧑‍💻,Managed Cases 2,link to record,,n/a,flda6OGRGl6MbnOby
566,Professional Partners 🧑‍💻,Professional Partners 🧑‍💻,Appraiser Type,dropdown,D68,n/a,fld9RvxBC4mBQoLeA
567,Professional Partners 🧑‍💻,Professional Partners 🧑‍💻,Managed Cases 3,link to record,,n/a,fld9oyBD7Yp20PaA8
568,Conveyor Users 👤,Conveyor Users 👤,Conveyor User Groups,text,,n/a,fldGQVnfdXHSiyPqS
569,Conveyor Users 👤,Conveyor Users 👤,Conveyor User Type,multi dropdown,D69,n/a,fldj4ftLnxPp0qECA
570,Conveyor Users 👤,Conveyor Users 👤,CLG Resolutions Specialist,multi dropdown,D70,n/a,fldYRAfCWDjnlUNGs
571,Conveyor Users 👤,Conveyor Users 👤,CLG Paralegal,multi dropdown,D71,n/a,fldpAjEdQo3TeNtBm
572,Conveyor Users 👤,Conveyor Users 👤,CLG Accounting,multi dropdown,D72,n/a,fldOU0KgaVz0Gm0aU
573,Conveyor Users 👤,Conveyor Users 👤,CLG Leadership,multi dropdown,D73,n/a,fldEyAyfeQymUIZ8n
574,Conveyor Users 👤,Conveyor Users 👤,CLG Staff,multipleCollaborators,,n/a,fldyADG5eDKLLsDcQ
575,Conveyor Users 👤,Conveyor Users 👤,Attorney & Staff,multipleCollaborators,,n/a,flduXcrm0ndtrNVcf
576,Conveyor Users 👤,Conveyor Users 👤,Associate Counsel,multipleCollaborators,,n/a,fldfxbKa7HQFrhu0n
577,Conveyor Users 👤,Conveyor Users 👤,CLG Demo Staff,multipleCollaborators,,n/a,fldRdYHSp6DtPvxez
578,Conveyor Users 👤,Conveyor Users 👤,Appraisers,multipleCollaborators,,n/a,fldjKMJYHwvclUaSD
579,Conveyor Users 👤,Conveyor Users 👤,Appraiser Email,email,,n/a,flddKwQ888Ya8YGop
580,Conveyor Users 👤,Conveyor Users 👤,Referral Partner,multipleCollaborators,,n/a,fldwNcY64xpdc78zt
581,Conveyor Users 👤,Conveyor Users 👤,Building Consultant,multipleCollaborators,,n/a,fld8jyGu0jnWXFUmI
582,Conveyor Users 👤,Conveyor Users 👤,Building Consultant Email,email,,n/a,fldpCnRXgl2wgqUvk
583,Conveyor Users 👤,Conveyor Users 👤,Engineer/Expert,multipleCollaborators,,n/a,fldypi9zyTxKROtu1
584,Conveyor Users 👤,Conveyor Users 👤,Engineer/Expert Email,email,,n/a,fldhDcn8r9v6yqFG2
585,Conveyor Users 👤,Conveyor Users 👤,Managed Cases (RF),link to record,,n/a,fld89DLsa94YVjj2w
586,Conveyor Users 👤,Conveyor Users 👤,Managed Cases (App),link to record,,n/a,fldJzC4dxfR3PulkF
587,Conveyor Users 👤,Conveyor Users 👤,Managed Cases (BC),link to record,,n/a,fldZSNdOIsICBW554
588,Conveyor Users 👤,Conveyor Users 👤,Managed Cases (EE),link to record,,n/a,fldpdLVsyl8baz653
589,Conveyor Users 👤,Conveyor Users 👤,Managed Cases (RP),link to record,,n/a,fldZfIDrzoaUkQAGX
590,Conveyor Users 👤,Conveyor Users 👤,Managed Cases (AC),link to record,,n/a,fldOMX5yjJ3Rv2Kre
591,📉 Claim Tasks,📉 Claim Tasks,Task Name,formula,,n/a,fldU9FAHLaF7TQUZs
592,📉 Claim Tasks,📉 Claim Tasks,Task Type,dropdown,D74,n/a,fldRHD8ctGc1zO2sT
593,📉 Claim Tasks,📉 Claim Tasks,Task Manager,multipleCollaborators,,n/a,fldLhrkXL10Wojrap
594,📉 Claim Tasks,📉 Claim Tasks,Case Number,link to record,,n/a,flddfRD9W2mpxLRji
595,📉 Claim Tasks,📉 Claim Tasks,Assigned To,multipleCollaborators,,n/a,fldjrBNX7Y3mrpfHO
596,📉 Claim Tasks,📉 Claim Tasks,Owner Role,dropdown,D75,n/a,fldzvqdtLJJf8B7yn
597,📉 Claim Tasks,📉 Claim Tasks,Task Status,dropdown,D76,n/a,fldi1xpHeSJ6v5axC
598,📉 Claim Tasks,📉 Claim Tasks,Assigned Date,date,,n/a,fldmc7zeBoPldvlg4
599,📉 Claim Tasks,📉 Claim Tasks,Due Date,date,,n/a,flduKc5T4PBumRKcz
600,📉 Claim Tasks,📉 Claim Tasks,Completed Date,date,,n/a,fldQ9KttKnuK2rkHR
601,📉 Claim Tasks,📉 Claim Tasks,Priority,dropdown,D77,n/a,fldthqJ70N0PnsO0x
602,📉 Claim Tasks,📉 Claim Tasks,Case Status,lookup,,n/a,flduDTANgk7ZEDRH7
603,📉 Claim Tasks,📉 Claim Tasks,Next Steps,lookup,,n/a,fldzjFHuYifEWuZ7Z
604,📉 Claim Tasks,📉 Claim Tasks,Resolutions Specialist,lookup,,n/a,fldH2oanOEaXYIR2U
605,📉 Claim Tasks,📉 Claim Tasks,Paralegal,lookup,,n/a,fldcAUa0pjmbBVQv4
606,📉 Claim Tasks,📉 Claim Tasks,Referred Firm,lookup,,n/a,fldZCR7rrxvOS6gEF
607,📉 Claim Tasks,📉 Claim Tasks,Task Notes,rich text,,n/a,fldggpAkdVHQjTeQ0
608,📉 Claim Tasks,📉 Claim Tasks,Attachments,file,,n/a,fld5CFUaEc0GUaXjY
609,📉 Claim Tasks,📉 Claim Tasks,Related Links,rich text,,n/a,fld4dKPxgauG2A5p3
610,💬 Comments,💬 Comments,Comment,long text,,n/a,fldaJExTV4Bpg0vf6
611,💬 Comments,💬 Comments,Case,link to record,,n/a,fldVf6inNnQjKMgot
612,💬 Comments,💬 Comments,Author,singleCollaborator,,n/a,fldMPCNzc4iZcax5k
613,💬 Comments,💬 Comments,Created Time,created time,,n/a,fld1im46yfTPtdEY3
614,💬 Comments,💬 Comments,Mentioned Users,multipleCollaborators,,n/a,fldipjBEzPNZYWGdZ
615,💬 Comments,💬 Comments,Parent Comment,link to record,,n/a,fldIBDv4wk4yuNl1T
616,💬 Comments,💬 Comments,Replies,link to record,,n/a,flduZYG72sphUMu43
617,Contacts,Contacts,Full Name,text,,n/a,fldUm2YMn7Q6imKgX
618,Contacts,Contacts,First Name,formula,,n/a,fldW2THX9GsMnMI1i
619,Contacts,Contacts,Last Name,formula,,n/a,fldzCP0OMNA2TNFPc
620,Contacts,Contacts,Relationship to Insured,dropdown,D78,n/a,fldl6UOCHJOPKcxY7
621,Contacts,Contacts,Policy Party Type,dropdown,D79,n/a,fldVdgZEnRfqorC9S
622,Contacts,Contacts,Email,email,,n/a,fldf2CgSPMpkiX1UQ
623,Contacts,Contacts,Primary Phone,phone,,n/a,fldVBktcYBWtDB2By
624,Contacts,Contacts,Secondary Phone Number,phone,,n/a,fld55vOTHMBpVqaWq
625,Contacts,Contacts,Preferred Contact Method,dropdown,D80,n/a,fldaZ8XBAV09tCGE5
626,Contacts,Contacts,Best Time to Contact,dropdown,D81,n/a,fldkevOmtJvlzAvEM
627,Contacts,Contacts,Authorized Representative Name,text,,n/a,fldRkXIChalsXxsCM
628,Contacts,Contacts,Authorized Representative Title,dropdown,D82,n/a,fldf0LMWTSzeXoycV
629,Contacts,Contacts,QBO Customer ID,text,,n/a,fldAqr1acFcHsxzOP
630,Contacts,Contacts,Associated Cases,link to record,,n/a,fldLPcazacouANahr
631,Contacts,Contacts,Contact ID,formula,,n/a,fldBr1YSHgOWxPxvN
632,Users,Users,Full Name,formula,,n/a,fldsc8HG9l3GpS0pP
633,Users,Users,First Name,text,,n/a,fldPG6gFIhK53ZeOM
634,Users,Users,Last Name,text,,n/a,fldoQ2bX0MJHZ0GKR
635,Users,Users,Email Address,email,,n/a,fldnJeMDqNts4Tczp
636,Users,Users,Direct Number,phone,,n/a,fldVePW3smDwXyIUn
637,Users,Users,Alternative Number,phone,,n/a,fld5lKicpXIBs2Z4q
638,Users,Users,Profile Picture,file,,n/a,fldzOZdwQ5vLDVDo9
639,Users,Users,Associated Partner,link to record,,n/a,fld1VPEHuBqEpv5SZ
640,Users,Users,Partner Name-lookup,lookup,,n/a,fldLPXdkYGX5mEg8k
641,Users,Users,Partner Type,lookup,,n/a,fldZ9TbSOHdcR5ldv
642,Users,Users,Partner ID,lookup,,n/a,fld9BzvM2pHe9pPBn
643,Users,Users,Create Date,created time,,n/a,fld0llG1YaiC44dBj
644,Users,Users,Conveyor ID,text,,n/a,flds9q1zElMNriYfk
645,Users,Users,User ID,formula,,n/a,fldZTsPyPr9tWmU40
646,Users,Users,Managed Cases,text,,n/a,fldJG8jmYNneuWYXk
